English,CEFR,gender,word,wordAudio,pronunciation,definition,sentenceAudio,example,sentenceTranslation,To Delete,Duplicate?
hundred,A1,numeral,صد,X,sad,عدد ۱۰۰,X,صد یعنی ده تا ده.,One hundred means ten tens.,,
"sound, voice",A2,noun,صدا,X,sedâ,ارتعاشی که در هوا پخش می‌شود و ما می‌شنویم,X,رادیو روشن است، اما من نمی‌توانم هیچ صدایی بشنوم.,"The radio is on, but I cannot hear any sound.",,
"call, shout",A2,verb,صدا زدن,X,sedâ zadan,به کار بردنِ نامِ کسی برای جلبِ توجهِ او,X,من خیلی دور هستم؛ لطفاً مرا بلند صدا بزن.,I am very far away; please call me loudly.,,
page,A1,noun,صفحه,X,safhe,قسمتی از کتاب,X,صفحهٔ ۱۰ کتاب را باز کن.,Open page ten of the book.,,
keyboard,A2,noun,صفحه‌کلید,X,safhe-kelid,صفحه دکمه‌های کامپیوتر,X,دکمه‌های این صفحه‌کلید خیلی نرم هستند و تایپ کردن با آن راحت است.,The keys on this keyboard are very soft and it's comfortable to type on.,,
zero,A1,numeral,صفر,X,sefr,عدد ۰,X,صفر یعنی هیچ.,Zero means none.,,
peace,A2,noun,صلح,X,solh,حالتِ بدون جنگ,X,همه صلح می‌خواهند.,Everyone wants peace.,,
chair,A1,noun,صندلی,X,sandali,چیزی برای نشستن,X,این صندلی برای کلاس است.,This chair is for the classroom.,,
face,A1,noun,صورت,X,surat,قسمتِ جلوییِ سر که چشم، بینی و دهان در آن است,X,صورت او خندان است.,Her face is smiling.,,
"bill, receipt",B1,noun,صورت‌حساب,X,surathesâb,کاغذی که مبلغِ نهاییِ خرید را نشان می‌دهد,X,پیشخدمت بعد از تمام شدن غذا، صورت‌حساب را روی میز گذاشت تا هزینه رستوران را پرداخت کنیم.,"After finishing the meal, the waiter put the bill on the table so we could pay the restaurant cost.",,
pink,A1,noun,صورتی,X,surati,رنگی ملایم که از ترکیبِ قرمز و سفید ساخته می‌شود,X,این رنگ صورتی است.,This is pink.,,
thick,B1,adjective,ضخیم,X,zaxim,چیزی که لایه‌های آن کلفت و زیاد است,X,برای گرم ماندن در زمستان، باید یک ژاکت با لایه ضخیم بپوشید تا باد سرد از آن رد نشود.,"To stay warm in winter, you must wear a sweater with a thick layer so the cold wind doesn't pass through it.",,
loss,B1,noun,ضرر,X,zarar,از دست دادنِ مال یا جان,X,کاهش قیمت سهام باعث شد که سرمایه‌گذاران ضرر مالی سنگینی کنند.,The decline in stock prices caused investors to suffer heavy financial losses.,,
pronoun,B1,noun,ضمیر,X,zamir,کلمه‌هایی مثلِ من و تو,X,در جملهٔ «من می‌روم»، «من» یک ضمیر است.,"In the sentence “I’m going,” “I” is a pronoun.",,
nature,A2,noun,طبیعت,X,tabi'at,دنیایِ بیرون شاملِ جنگل، کوه و موجوداتِ زنده,X,ما برای دیدن کوه‌ها و رودخانه‌ها به دل طبیعت رفتیم.,We went into the heart of nature to see the mountains and rivers.,,
natural,B1,adjective,طبیعی,X,tabi'i,غیرساختگی و از طبیعت,X,نور این اتاق طبیعی است و چشم را خسته نمی‌کند.,The light in this room is natural and doesn’t tire the eyes.,,
gold,A2,noun,طلا,X,talâ,فلزِ زرد و گران,X,این انگشتر طلا است.,This ring is gold.,,
rope,A2,noun,طناب,X,tanâb,وسیله‌ای برای بستن و کشیدن,X,او با یک طناب محکم، وسایل را بالای ماشین بست.,He tied the things to the top of the car with a strong rope.,,
storm,B1,noun,طوفان,X,tufân,بادِ شدید همراهِ باران,X,دیشب طوفان چند درخت را شکست.,Last night the storm broke several trees.,,
dish,A2,noun,ظرف,X,zarf,چیزی برای گذاشتنِ غذا,X,این ظرف‌ها را بشوی، لطفاً.,Please wash these dishes.,,
"kitchen sink, basin",A1,noun,ظرف‌شویی,X,zarf-šuyi,لگنی در آشپزخانه که برای شستنِ ظروف است,X,ظرف‌شویی تمیز است.,The dishwasher is clean.,,
"fair, just",B2,adjective,عادل,X,âdel,منصف و درستکار,X,او را عادل می‌دانند چون بین دوستانش فرق نمی‌گذارد.,People consider him fair because he doesn’t treat his friends differently.,,
"excellent, great, awesome",A1,adjective,عالی,X,âli,خیلی خوب و بهتر از معمول,X,غذای مامان عالی است.,Mom’s food is excellent.,,
"passing, crossing",B2,noun,عُبور,X,obur,عبور از یک مرز یا مسیر,X,عُبورِ از مرز بدون گذرنامه ممکن نیست.,Crossing the border without a passport is not possible.,,
"pass, cross over",B1,verb,عبور کردن,X,obur kardan,رد شدن از یک جا,X,برای عبور کردن از خیابان، اول به چپ و راست نگاه کن.,"To cross the street, first look left and right.",,
justice,B2,noun,عدالت,X,edâlat,دادگری و برابریِ حقوق,X,اجرای عدالت در جامعه مستلزم وجود قضات مستقل و قوانین منصفانه است.,The implementation of justice in society requires independent judges and fair laws.,,
"numeral, number",B1,noun,عدد,X,adad,نمادِ عدد,X,این عدد را اشتباه نوشتی.,You wrote this number incorrectly.,,
sweat,B1,noun,عرق,X,araq,آبی که هنگامِ گرما یا ورزش از پوستِ بدن می‌آید,X,او بعد از یک ساعت دویدن در زیر آفتاب، تمام بدنش از عرق خیس شده بود.,"After running for an hour under the sun, his whole body was wet with sweat.",,
doll,A2,noun,عروسک,X,arusak,اسباب‌بازیِ شبیه بچه,X,این عروسک برای خواهرم است.,This doll is for my sister.,,
honey,A2,noun,عسل,X,asal,چیزی شیرین که زنبور می‌سازد,X,چای را با عسل شیرین می‌کنم.,I sweeten tea with honey.,,
nerve,B1,noun,عصب,X,asab,رشته‌های حس‌کننده در بدن,X,دندان من به شدت درد می‌کند چون پوسیدگی به عصب رسیده است.,My tooth hurts badly because the decay has reached the nerve.,,
"angry, nervous",A2,adjective,عصبانی,X,asabâni,با عصبانیت و ناراحتی,X,او از دستِ من عصبانی است.,He is angry with me.,,
"afternoon, evening",A1,noun,عصر,X,asr,زمانِ بعد از ظهر تا شب,X,عصر یک فنجان قهوه می‌خورم.,In the afternoon I drink a cup of coffee.,,
muscular,B1,adjective,عضلانی,X,azolâni,دارای ماهیچه‌های قوی,X,او بدنِ عضلانی دارد چون زیاد ورزش می‌کند.,He has a muscular body because he exercises a lot.,,
member,B1,noun,عضو,X,ozv,عضوِ یک گروه,X,او عضو گروه موسیقی دانشگاه است.,He is a member of the university music group.,,
family member,A1,noun,عضو خانواده,X,ozv-e xânevâde,یکی از افرادِ خانواده,X,او عضو خانوادهٔ ما است.,He is a member of our family.,,
membership,B2,noun,عضویت,X,ozviyat,عضو بودن در یک گروه یا سازمان,X,عضویتِ باشگاه فقط با پرداختِ هزینه فعال می‌شود.,Club membership is activated only by paying the fee.,,
"photo, photograph, picture",A2,noun,عکس,X,aks,تصویرِ گرفته شده با دوربین,X,من از اینجا یک عکس گرفتم.,I took a photo from here.,,
"picture, pictographic, illustrated",B1,adjective,عکسی,X,aksi,دارای عکس,X,این کتاب عکسی است و برای بچه‌ها هم مناسب است.,"This is a picture book, and it’s suitable for children too.",,
science,B1,noun,علم,X,elm,مجموعه‌ی دانشِ بشر درباره‌ی قوانینِ جهان,X,پیشرفت‌های علم در قرن اخیر باعث شده است که بسیاری از بیماری‌های مرگبار درمان شوند.,Advancements in science in the last century have caused many deadly diseases to be cured.,,
scientific,B1,adjective,علمی,X,elmi,چیزی که بر اساسِ تجربه و دانشِ دقیق است,X,برای اثبات این ادعا، شما باید شواهد علمی و آزمایشگاهی معتبری ارائه دهید.,"To prove this claim, you must provide valid scientific and laboratory evidence.",,
deep,B1,adjective,عمیق,X,amiq,چاه یا آبی که کفِ آن با سطح، فاصله‌ی زیادی دارد,X,این قسمت از رودخانه بسیار عمیق است و حتی شناگران ماهر هم نباید در آنجا شنا کنند.,"This part of the river is very deep, and even skilled swimmers should not swim there.",,
element,B2,noun,عنصر,X,onsor,مادهٔ سازندهٔ یک ترکیب,X,اکسیژن یک عنصر است و بدون آن زندگی ممکن نیست.,"Oxygen is an element, and without it life is not possible.",,
"glasses, spectacles",A1,noun,عینک,X,eynak,وسیله‌ای برای بهتر دیدن,X,من برای مطالعه کتاب به عینک نیاز دارم.,I need glasses to read a book.,,
food,A1,noun,غذا,X,ğazâ,چیزی که می‌خوریم,X,غذا روی میز است.,The food is on the table.,,
west,A2,noun,غرب,X,ġarb,سمتِ غروبِ خورشید,X,دوست من در غرب شهر زندگی می‌کند.,My friend lives in the west of the city.,,
western,A2,adjective,غربی,X,ġarbi,مربوط به سمتِ غرب,X,این یک فیلم غربی است.,This is a Western movie.,,
"pride, arrogance",B2,noun,غرور,X,ġorur,حسِ بیش از حد بزرگ دانستنِ خود,X,غرور کاذب او مانع از پذیرفتن اشتباهاتش می‌شد.,His false pride prevents him from admitting his mistakes.,,
sad,A2,adjective,غمگین,X,ġamgin,وقتی کسی حسِ خوبی ندارد,X,او بعد از دیدن فیلم درام، خیلی غمگین شد.,She was very sad after watching the drama.,,
sadness,B1,noun,غمگینی,X,ġamgini,حسِ درونیِ ناشی از غصه و اندوه,X,پس از رفتن او، حس غمگینی در خانه جاری شد.,"After he left, there was a feeling of sadness in the house.",,
impossible,B1,adjective,غیرممکن,X,ġeyr-e-momken,نشدنی,X,بدونِ ابزار درست، این کار غیرممکن است.,"Without the right tools, this task is impossible.",,
Persian,A1,noun,فارسی,X,fârsi,زبانی که در ایران صحبت می‌شود,X,من فارسی می‌فهمم.,I understand Persian.,,
"bill, invoice",B1,noun,فاکتور,X,fâktur,لیست خرید و قیمت,X,لطفا پس از خرید، فاکتور وسایل را برای حسابداری شرکت بیاورید.,Please bring the invoice for the company’s accounting after the purchase.,,
oven,A2,noun,فر,X,fer,محفظه‌ای داغ و بسته برای پختنِ نان و شیرینی,X,پیتزا را داخل فر بگذار تا پنیرش کاملاً آب شود.,Put the pizza inside the oven so its cheese melts completely.,,
forget,A2,verb,فراموش کردن,X,farâmôš kardan,یادِ چیزی نماندن,X,من همیشه نام‌ها را فراموش می‌کنم.,I always forget names.,,
France,A2,noun,فرانسه,X,farânse,کشوری در اروپا,X,من به فرانسه سفر کردم.,I traveled to France.,,
French,A2,adjective,فرانسوی,X,farânsavi,مربوط به کشورِ فرانسه,X,دوست من فرانسوی است.,My friend is French.,,
tomorrow,A1,adverb,فردا,X,fardâ,روزِ بعد از امروز,X,فردا به مدرسه می‌روم.,Tomorrow I go to school.,,
send,A2,verb,فرستادن,X,ferestâdan,فرستادنِ پیام یا بسته,X,من یک پیام برای تو می‌فرستم.,I send you a message.,,
"envoy, messenger",B2,noun,فرستاده,X,ferestâde,نمایندهٔ رسمی با پیام,X,فرستاده با پیامِ رسمی وارد شهر شد.,The envoy entered the city with an official message.,,
"carpet, rug",A2,noun,فرش,X,farš,زیراندازی بافته شده که کفِ اتاق می‌اندازند,X,کف اتاق خیلی سرد بود، پس یک فرش پشمی پهن کردیم.,"The room floor was very cold, so we spread a wool carpet.",,
"opportunity, chance",B1,noun,فرصت,X,forsat,موقعیتِ مناسب برای رسیدن به هدف,X,این کار یک فرصت عالی برای کسب تجربه است.,This job is a great opportunity to gain experience.,,
porridge,B1,noun,فرنی,X,ferni,غذای نرم از آرد و شیر,X,صبح‌ها معمولاً فرنی می‌خورم چون سبک و گرم است.,In the mornings I usually eat porridge because it is light and warm.,,
culture,B1,noun,فرهنگ,X,farhang,آداب و روشِ زندگیِ یک جامعه,X,فرهنگِ هر کشور با کشورِ دیگر فرق دارد.,The culture of each country is different from another country.,,
